,time,open,high,low,close,volume,symbol
15,2022-11-25 12:25:00,97.455,97.56,97.42,97.525,136558,GOOGL
16,2022-11-25 12:20:00,97.53,97.565,97.455,97.455,201961,GOOGL
17,2022-11-25 12:15:00,97.52,97.615,97.51,97.54,135228,GOOGL
18,2022-11-25 12:10:00,97.445,97.54,97.4102,97.5099,143011,GOOGL
19,2022-11-25 12:05:00,97.56,97.59,97.45,97.45,146732,GOOGL
20,2022-11-25 12:00:00,97.58,97.64,97.54,97.58,107907,GOOGL
21,2022-11-25 11:55:00,97.5463,97.58,97.5,97.58,99239,GOOGL
22,2022-11-25 11:50:00,97.605,97.66,97.545,97.545,74800,GOOGL
23,2022-11-25 11:45:00,97.55,97.62,97.51,97.6,85952,GOOGL
24,2022-11-25 11:40:00,97.47,97.58,97.42,97.54,153296,GOOGL
25,2022-11-25 11:35:00,97.5562,97.598,97.4,97.47,185378,GOOGL
26,2022-11-25 11:30:00,97.74,97.7401,97.53,97.5595,173767,GOOGL
27,2022-11-25 11:25:00,97.83,97.855,97.71,97.7346,127912,GOOGL
28,2022-11-25 11:20:00,97.8145,97.9,97.8,97.835,252259,GOOGL
29,2022-11-25 11:15:00,97.88,97.89,97.79,97.82,98981,GOOGL
30,2022-11-25 11:10:00,97.95,98.0298,97.87,97.875,130720,GOOGL
31,2022-11-25 11:05:00,97.95,97.978,97.825,97.94,110049,GOOGL
32,2022-11-25 11:00:00,97.95,97.98,97.8814,97.97,121961,GOOGL
33,2022-11-25 10:55:00,97.87,97.96,97.8,97.945,193156,GOOGL
34,2022-11-25 10:50:00,97.86,97.915,97.79,97.8683,104536,GOOGL
35,2022-11-25 10:45:00,97.8,97.87,97.74,97.85,75622,GOOGL
36,2022-11-25 10:40:00,97.825,97.885,97.79,97.8,206751,GOOGL
37,2022-11-25 10:35:00,97.79,97.92,97.77,97.83,134117,GOOGL
38,2022-11-25 10:30:00,97.87,97.92,97.72,97.78,150787,GOOGL
39,2022-11-25 10:25:00,97.95,98.025,97.805,97.87,186574,GOOGL
40,2022-11-25 10:20:00,97.82,98.01,97.7989,97.96,351594,GOOGL
41,2022-11-25 10:15:00,97.865,97.875,97.68,97.805,132862,GOOGL
42,2022-11-25 10:10:00,98.0027,98.02,97.765,97.86,161553,GOOGL
43,2022-11-25 10:05:00,97.91,98.065,97.81,98.01,270880,GOOGL
44,2022-11-25 10:00:00,97.924,97.95,97.83,97.91,203241,GOOGL
45,2022-11-25 09:55:00,97.87,98.0299,97.8679,97.94,167252,GOOGL
46,2022-11-25 09:50:00,98.23,98.29,97.835,97.87,264890,GOOGL
47,2022-11-25 09:45:00,98.355,98.4,98.12,98.23,219112,GOOGL
48,2022-11-25 09:40:00,98.27,98.64,98.24,98.34,287688,GOOGL
49,2022-11-25 09:35:00,98.24,98.62,97.98,98.275,874770,GOOGL
50,2022-11-25 09:30:00,98.1,98.36,97.96,98.0,24162,GOOGL
51,2022-11-25 09:25:00,98.04,98.09,98.01,98.09,4070,GOOGL
52,2022-11-25 09:20:00,98.17,98.19,98.0406,98.0406,3774,GOOGL
53,2022-11-25 09:15:00,98.16,98.18,98.15,98.17,2798,GOOGL
54,2022-11-25 09:10:00,98.16,98.19,98.11,98.18,1221,GOOGL
55,2022-11-25 09:00:00,98.15,98.16,98.1401,98.1401,535,GOOGL
56,2022-11-25 08:55:00,98.21,98.22,98.17,98.17,1935,GOOGL
57,2022-11-25 08:50:00,98.24,98.24,98.15,98.15,1880,GOOGL
58,2022-11-25 08:45:00,98.35,98.35,98.28,98.28,4923,GOOGL
59,2022-11-25 08:40:00,98.34,98.39,98.33,98.39,2833,GOOGL
60,2022-11-25 08:35:00,98.47,98.47,98.35,98.39,3388,GOOGL
61,2022-11-25 08:30:00,98.45,98.47,98.45,98.47,847,GOOGL
62,2022-11-25 08:25:00,98.5,98.51,98.48,98.48,2164,GOOGL
63,2022-11-25 08:20:00,98.5,98.5,98.5,98.5,325,GOOGL
64,2022-11-25 08:15:00,98.45,98.49,98.44,98.49,1978,GOOGL
65,2022-11-25 08:10:00,98.42,98.42,98.42,98.42,118,GOOGL
66,2022-11-25 08:05:00,98.2916,98.57,98.214,98.42,11147,GOOGL
67,2022-11-25 08:00:00,98.33,98.34,98.33,98.34,879,GOOGL
68,2022-11-25 07:55:00,98.29,98.29,98.29,98.29,263,GOOGL
69,2022-11-25 07:50:00,98.42,98.42,98.36,98.36,2687,GOOGL
70,2022-11-25 07:40:00,98.47,98.47,98.31,98.31,2623,GOOGL
71,2022-11-25 07:35:00,98.48,98.48,98.45,98.45,1916,GOOGL
72,2022-11-25 07:30:00,98.52,98.52,98.51,98.52,1194,GOOGL
73,2022-11-25 07:20:00,98.53,98.53,98.52,98.52,759,GOOGL
74,2022-11-25 07:10:00,98.52,98.52,98.52,98.52,436,GOOGL
75,2022-11-25 07:05:00,98.4,98.4,98.4,98.4,1187,GOOGL
76,2022-11-25 07:00:00,98.42,98.42,98.42,98.42,1112,GOOGL
77,2022-11-25 06:55:00,98.45,98.54,98.45,98.54,1130,GOOGL
78,2022-11-25 06:50:00,98.42,98.43,98.42,98.43,554,GOOGL
79,2022-11-25 06:45:00,98.56,98.56,98.36,98.43,2832,GOOGL
80,2022-11-25 06:40:00,98.57,98.57,98.5,98.5,874,GOOGL
81,2022-11-25 06:35:00,98.49,98.6,98.44,98.6,2145,GOOGL
82,2022-11-25 06:25:00,98.44,98.44,98.42,98.42,497,GOOGL
83,2022-11-25 06:20:00,98.53,98.53,98.47,98.47,580,GOOGL
84,2022-11-25 06:10:00,98.51,98.52,98.51,98.52,201,GOOGL
85,2022-11-25 06:05:00,98.51,98.51,98.51,98.51,602,GOOGL
86,2022-11-25 05:55:00,98.59,98.59,98.59,98.59,107,GOOGL
87,2022-11-25 05:45:00,98.59,98.59,98.59,98.59,100,GOOGL
88,2022-11-25 05:35:00,98.59,98.59,98.59,98.59,100,GOOGL
89,2022-11-25 05:30:00,98.48,98.48,98.48,98.48,290,GOOGL
90,2022-11-25 05:05:00,98.52,98.52,98.42,98.42,607,GOOGL
91,2022-11-25 05:00:00,98.41,98.51,98.39,98.51,783,GOOGL
92,2022-11-25 04:55:00,98.46,98.46,98.4,98.4,1286,GOOGL
93,2022-11-25 04:50:00,98.61,98.61,98.51,98.51,4426,GOOGL
94,2022-11-25 04:35:00,98.7,98.71,98.7,98.71,366,GOOGL
95,2022-11-25 04:25:00,98.66,98.66,98.66,98.66,434,GOOGL
96,2022-11-25 04:15:00,98.83,98.83,98.73,98.73,959,GOOGL
97,2022-11-25 04:10:00,98.88,98.88,98.88,98.88,245,GOOGL
98,2022-11-25 04:05:00,98.71,98.86,98.71,98.86,2666,GOOGL
